accession,pubmed_ids,dois,pmcids
PRD000359,[21354348],10.1016/j.jprot.2011.02.017,PMC3078332
PRD000362,[21500345],10.1002/pmic.201000653,
PRD000363,[21878944],10.1038/jcbfm.2011.120,PMC3323298
PRD000364,[21751361],10.1002/pmic.201000803,
PRD000365,[21751361],10.1002/pmic.201000803,
PRD000366,[21453771],10.1016/j.ymeth.2011.03.006,
PRD000369,[22416669],10.1021/pr2012472,
PRD000373,[21500347],10.1002/pmic.201000704,
PRD000376,[22814378],10.1073/pnas.1210303109,PMC3412031
PRD000381,[21983993],10.1074/mcp.M111.008334,PMC3205864
PRD000382,[22522806],10.1002/pmic.201100065,
PRD000384,[21619078],10.1021/pr2002325,
PRD000387,[21604374],10.1002/pmic.201000679,
PRD000391,[21166475],10.1021/pr1009433,
PRD000392,[21751352],10.1002/pmic.201000603,
PRD000393,[23548781],10.1104/pp.113.215699,PMC3641200
PRD000394,[21928291],10.1002/pmic.201100114,
PRD000395,[21406390],10.1074/mcp.M110.006866,PMC3098596
PRD000397,[21398567],10.1074/mcp.M110.005413,PMC3098591
PRD000398,[21735228],10.1007/s00203-011-0727-4,
PRD000404,[21505429],10.1038/ncomms1271,PMC4354137
PRD000407,[21816347],10.1016/j.molcel.2011.05.031,PMC3332305
PRD000410,[22126794],10.1074/mcp.M111.013441,PMC3277766
PRD000411,[22126794],10.1074/mcp.M111.013441,PMC3277766
PRD000414,[22149170],10.1021/pr200842h,
PRD000415,[22522809],10.1002/pmic.201100413,
PRD000416,[21593211],10.1074/mcp.M111.008128,PMC3149094
PRD000417,[21593211],10.1074/mcp.M111.008128,PMC3149094
PRD000419,[23505477],10.1371/journal.pone.0058285,PMC3591400
PRD000421,[21846260],10.1515/BC.2011.158,
PRD000422,[22120990],10.1002/pmic.201100313,
PRD000423,[21800426],10.1002/pmic.201100103,PMC3517079
PRD000424,[22430844],10.1104/pp.111.193151,PMC3375956
PRD000425,[22402400],10.1038/ismej.2012.11,PMC3498922
PRD000434,[22232490],10.1074/mcp.M111.013102,PMC3433916
PRD000435,[22232490],10.1074/mcp.M111.013102,PMC3433916
PRD000436,[22232490],10.1074/mcp.M111.013102,PMC3433916
PRD000437,[21734643],10.1038/msb.2011.43,PMC3159966
PRD000439,[21749987],10.1074/mcp.M111.009506,PMC3226405
PRD000443,[21898820],10.1002/pmic.201000717,
PRD000445,[22105076],10.1074/jbc.M111.305219,PMC3249130
PRD000446,[22105076],10.1074/jbc.M111.305219,PMC3249130
PRD000448,[22106056],10.1002/pmic.201100298,PMC3641651
PRD000449,[23317283],10.1186/1477-5956-11-2,PMC3575302
PRD000450,[21851554],10.1111/j.1742-4658.2011.08311.x,
PRD000453,[22233884],10.1074/mcp.M111.013094,PMC3433921
PRD000456,[21822970],10.1007/s00216-011-5289-4,
PRD000458,[21954127],10.1002/pmic.201100229,
PRD000459,[22901544],10.1016/j.chom.2012.06.005,PMC3501726
PRD000460,[15852344],10.1002/pmic.200401103,
PRD000461,[14988394],10.1074/jbc.M401228200,
PRD000462,[11805837],10.1038/415180a,
PRD000463,[17269739],10.1021/pr0604920,
PRD000464,[16823959],10.1021/pr050436j,
PRD000465,[15228325],10.1021/ac035229m,
PRD000468,[11340206],10.1126/science.292.5518.929,
PRD000469,[15358309],10.1016/j.jchromb.2004.07.015,
PRD000471,[15833837],10.1158/0008-5472.CAN-04-3218,
PRD000472,[12872007],10.1074/mcp.M300044-MCP200,
PRD000473,[14966291],,PMC350548
PRD000474,[19536202],10.1038/msb.2009.37,PMC2710868
PRD000475,[15596542],10.1083/jcb.200404119,PMC2172632
PRD000476,[20858728],10.1074/mcp.M110.000109,PMC3101856
PRD000477,[16816363],10.2353/ajpath.2006.050612,PMC1698774
PRD000478,[15753121],10.1074/mcp.M500045-MCP200,PMC1829297
PRD000481,[12837591],10.1016/S1044-0305(03)00204-6,
PRD000482,[12684541],10.1074/mcp.D200002-MCP200,
PRD000483,[14709176],10.1186/gb-2003-5-1-r4,PMC395736
PRD000486,[20336137],10.1038/nature08883,
PRD000487,[20336137],10.1038/nature08883,
PRD000489,[20591854],10.1098/rsbl.2010.0463,PMC3030871
PRD000491,[20139300],10.1073/pnas.0910646107,PMC2840509
PRD000492,[20940332],10.1074/mcp.M110.004036,PMC3013460
PRD000494,[19228400],10.1186/1477-5956-7-5,PMC2663777
PRD000495,[12832459],10.1074/mcp.M300041-MCP200,
PRD000496,[16969339],10.1038/msb4100091,PMC1681521
PRD000497,[19813213],10.1002/pmic.200900196,PMC3001339
PRD000498,[20431087],10.1104/pp.110.157214,PMC2899918
PRD000499,[19228400],10.1186/1477-5956-7-5,PMC2663777
PRD000503,[16470658],10.1002/pmic.200500253,
PRD000504,[21169565],10.1074/mcp.M110.005199,PMC3047162
PRD000512,[21282651],10.1073/pnas.1007901108,PMC3078412
PRD000514,[22147733],10.1074/mcp.M111.013797,PMC3277767
PRD000517,[22810224],10.1074/jbc.M112.377275,PMC3438970
PRD000518,[22121004],10.1002/pmic.201100398,
PRD000519,[22539440],10.1002/pmic.201100417,
PRD000520,[22438959],10.1371/journal.pone.0033599,PMC3306420
PRD000522,[22448045],10.1074/mcp.M111.015099,PMC3412960
PRD000523,[22162416],10.1002/pmic.201100476,
PRD000524,[21905223],10.1002/pmic.201100171,
PRD000531,[21988472],10.1111/j.1365-313X.2011.04812.x,
PRD000535,[22114104],10.1002/pmic.201100410,
PRD000542,[23125465],,PMC3413887
PRD000543,[22274653],10.1104/pp.111.193144,PMC3291262
PRD000544,[22493177],10.1074/mcp.O111.014522,PMC3412976
PRD000548,[22129229],10.1021/pr2008626,
PRD000554,[22585751],10.1002/pmic.201100470,
PRD000557,[22825847],10.1074/jbc.M112.384552,PMC3464509
PRD000562,[22070424],10.1186/1471-2180-11-249,PMC3224786
PRD000563,[22623400],10.1002/pmic.201100496,
PRD000565,[22623428],10.1002/pmic.201100487,PMC3472074
PRD000566,[22623228],10.1002/pmic.201100527,PMC3837549
PRD000567,[22545825],10.1186/1477-5956-10-30,PMC3424117
PRD000575,[21999962],10.1021/pr2008434,
PRD000577,[22074104],10.1021/pr200893k,
PRD000580,[22575386],10.1016/j.jprot.2012.04.034,
PRD000581,[22017570],10.1021/ac201733m,
PRD000582,[22050466],10.1021/pr200892g,
PRD000590,[22360387],10.1021/pr201122w,
PRD000591,[22446890],10.1016/j.jprot.2012.03.002,
PRD000592,[22268682],10.1021/pr200957p,
PRD000595,[22653788],10.1002/pmic.201100576,
PRD000597,[22030351],10.1074/mcp.M111.012245,PMC3277761
PRD000600,[23658023],10.1074/jbc.M113.463372,PMC3696646
PRD000603,[22340093],10.1186/1471-2105-13-34,PMC3368728
PRD000605,[22539313],10.1002/elps.201100526,
PRD000606,[23115653],10.1371/journal.pone.0047552,PMC3480358
PRD000607,[22615937],10.1371/journal.pone.0037187,PMC3355122
PRD000608,[22539434],10.1002/pmic.201100505,
PRD000615,[22307624],10.1073/pnas.1120985109,PMC3277127
PRD000616,[23001906],10.1002/pmic.201100631,
PRD000619,[23741291],10.1371/journal.pone.0060897,PMC3669370
PRD000620,[24728830],10.1007/s11060-014-1430-5,PMC4048470
PRD000624,[23593500],10.1371/journal.pone.0061868,PMC3625171
PRD000625,[23457007],10.1002/pmic.201100659,
PRD000631,[22315956],10.1042/CS20110680,
PRD000632,[22807455],10.1002/pmic.201200003,PMC3816108
PRD000634,[22929616],10.1038/msb.2012.39,PMC3435506
PRD000635,[22929616],10.1038/msb.2012.39,PMC3435506
PRD000636,[22974502],10.1111/tpj.12022,
PRD000640,[22685022],10.1002/pmic.201100588,
PRD000644,[22707153],10.1002/pmic.201200031,
PRD000647,[24009881],10.3402/jev.v1i0.18704,PMC3760640
PRD000651,[22576872],10.1002/jms.2987,
PRD000655,[22909304],10.1021/pr300395j,
PRD000656,[22878033],10.1016/j.jprot.2012.07.040,
PRD000664,[23964026],10.1105/tpc.113.115287,PMC3784583
PRD000665,[22869793],10.1182/blood-2012-04-416594,
PRD000666,[23315794],10.1074/mcp.M112.024596,PMC3650324
PRD000671,[21715506],10.1128/JVI.00496-11,PMC3165779
PRD000673,[23043182],10.1074/mcp.M112.019299,PMC3536908
PRD000676,[22833255],10.1002/pmic.201100473,
PRD000677,[22833255],10.1002/pmic.201100473,
PRD000680,[22694338],10.1021/pr3000927,PMC3411196
PRD000681,"[19206108, 2182777, 23119012, 17667956]","10.1002/pmic.200800503,10.1371/journal.pone.0048428,10.1038/nrd2368",PMC3485243
PRD000684,[23020738],10.1021/pr3004375,
PRD000689,[23851489],10.1038/ncb2795,
PRD000693,[23151947],10.1002/elps.201200438,
PRD000695,[23457007],10.1002/pmic.201100659,
PRD000698,[23436907],10.1074/mcp.M112.021980,PMC3675815
PRD000704,[23632447],10.1105/tpc.113.109793,PMC3663276
PRD000709,[22984289],10.1074/mcp.M112.021105,PMC3518125
PRD000711,[22728601],10.1016/j.jprot.2012.06.012,
PRD000722,[22978295],10.1021/pr300413v,
PRD000726,[23843620],10.1242/jcs.121988,PMC3772387
PRD000727,[23620545],10.1074/mcp.M112.023234,PMC3734572
PRD000728,[24391747],10.1371/journal.pone.0083207,PMC3877021
PRD000729,[22753847],10.1128/EC.00075-12,PMC3416056
PRD000732,[23281267],10.1002/pmic.201200377,
PRD000733,[23345538],10.1074/mcp.M112.024018,PMC3617342
PRD000736,[23523638],10.1016/j.jprot.2013.02.033,PMC3784963
PRD000737,[23027667],10.1104/pp.112.204032,PMC3510140
PRD000738,[22885077],10.1016/j.jprot.2012.07.042,
PRD000744,[23705892],10.1021/pr400270q,PMC3709265
PRD000748,[24106833],10.1021/pr400662k,
PRD000749,[30301811],10.1182/bloodadvances.2018020693,PMC6177654
PRD000754,[17174899],10.1016/j.cell.2006.10.036,
PRD000755,"[8026443, 15822906]",10.1021/pr049842d,
PRD000762,[15274137],10.1002/pmic.200300760,
PRD000763,[15825152],10.1002/pmic.200401064,
PRD000766,[20459317],10.1094/MPMI-23-6-0784,
PRD000782,[21678991],10.1021/pr200299t,
PRD000797,"[17517822, 18796496]","10.1093/toxsci/kfm129,10.1093/toxsci/kfn198",PMC2581678
PRD000803,[17151018],10.1074/mcp.M600322-MCP200,
PRD000804,[20924652],10.1007/s10126-010-9320-0,
PRD000806,[18930411],10.1016/j.jasms.2008.08.014,
PRD000807,[19639592],10.1002/pmic.200800379,
PRD000808,[19629045],10.1038/emboj.2009.203,PMC2722254
PRD000810,[20525376],10.1186/1477-5956-8-26,PMC2890538
PRD000813,[20104621],10.1002/pmic.200900710,
PRD000814,[20007894],10.1126/science.1176615,
PRD000817,[19492308],10.1002/jez.548,
PRD000818,[20332082],10.1074/mcp.M000055-MCP201,PMC2938094
PRD000820,[20516557],10.3851/IMP1530,
PRD000822,[20387871],10.1021/pr1001753,
PRD000825,[21036925],10.1074/mcp.M110.004721,PMC3047159
PRD000846,[25825134],10.1002/pmic.201400445,PMC4772669
PRD000847,[25111155],10.1371/journal.pone.0104418,PMC4128672
PXD000001,[23692960],10.1016/j.bbapap.2013.04.032,
PXD000004,[22942359],10.1074/mcp.M112.021766,PMC3518127
PXD000005,[22864569],10.1038/ncomms1975,PMC4354031
PXD000006,[23606334],10.1002/pmic.201200289,
PXD000007,[23081703],10.1002/pmic.201200133,
PXD000008,[22997008],10.1002/pmic.201200228,PMC3569869
PXD000009,[22994238],10.1021/pr3006974,
PXD000011,[27117477],10.1038/ncomms11264,PMC5227094
PXD000012,[22905912],10.1021/pr300539b,
PXD000013,[22874012],10.1021/pr300247u,
PXD000014,[22915824],10.1074/mcp.M112.020313,PMC3494188
PXD000016,[23360181],10.1021/pr300816n,
PXD000017,[22997143],10.1002/pmic.201100642,
PXD000020,[23408684],10.1074/mcp.M112.023986,PMC3650345
PXD000021,[23307401],10.1002/pmic.201200408,
PXD000022,[24392111],10.1371/journal.pone.0084153,PMC3879278
PXD000023,[23985143],10.1099/mic.0.070201-0,
PXD000025,[23030682],10.1021/pr300582p,
PXD000026,[23297349],10.1074/mcp.M112.024158,PMC3650323
PXD000027,[23172588],10.1002/elps.201200381,
PXD000029,[25903579],10.1074/mcp.M114.041335,PMC4587321
PXD000030,[23754495],10.1002/pmic.201200444,
PXD000031,[23103765],10.1038/emboj.2012.289,PMC3512388
PXD000033,[25561503],10.1074/mcp.M114.040352,PMC4349977
PXD000035,[23970489],10.1002/pmic.201200449,
PXD000036,[23300121],10.1002/pmic.201200192,PMC4352544
PXD000038,[24058457],10.1371/journal.pone.0073032,PMC3776814
PXD000039,[23234512],10.1021/pr300898u,
PXD000041,[23103765],10.1038/emboj.2012.289,PMC3512388
PXD000043,[23416132],10.1016/j.ibmb.2013.01.006,
PXD000045,[23823726],10.1038/nature12337,PMC4087036
PXD000046,[23399551],10.1074/mcp.M112.024950,PMC3650344
PXD000047,[23403292],10.1016/j.celrep.2013.01.010,PMC7116645
PXD000048,[23172892],10.1074/mcp.M112.020560,PMC3567860
PXD000049,[23485197],10.1021/pr400086y,PMC3646404
PXD000051,[24741115],10.1074/mcp.M113.033357,PMC4083114
PXD000052,[23820730],10.1074/mcp.M112.025908,PMC3790297
PXD000053,[24227553],10.1002/pmic.201300237,
PXD000054,[23665149],10.1016/j.jprot.2013.04.036,
PXD000055,[4127907],,
PXD000056,[23212214],10.1007/s00425-012-1819-3,
PXD000057,[26211688],10.1021/acs.jproteome.5b00243,
PXD000058,[23170904],10.1021/pr300640h,
PXD000059,[23349047],10.1002/pmic.201200113,
PXD000061,[23301498],10.1021/pr300967y,PMC4946622
PXD000062,[23082028],10.1074/mcp.M112.019596,PMC3536893
PXD000063,[27466366],,PMC5076536
PXD000064,[23432411],10.1021/pr300918r,PMC4065613
PXD000065,[24240322],10.1038/nmeth.2732,
PXD000066,[23153008],10.1021/pr300824m,
PXD000067,[24023061],10.1073/pnas.1310249110,PMC3799305
PXD000069,[23734209],10.1371/journal.pone.0064621,PMC3667177
PXD000070,[24657495],10.1016/j.jprot.2014.03.010,PMC4047622
PXD000071,[23210603],10.1021/pr300837u,
PXD000072,[23640497],10.1161/ATVBAHA.113.301147,
PXD000073,[23387960],10.1021/ja309802n,PMC3585465
PXD000076,[23450663],10.1002/pmic.201200165,
PXD000078,[23937099],10.1021/pr400433h,
PXD000079,[23214983],10.1021/pr300996x,
PXD000082,[23933159],10.1016/j.jprot.2013.07.030,
PXD000083,[23258535],10.1074/jbc.M112.426155,PMC3567625
PXD000084,[23878156],10.1101/gr.155994.113,PMC3814894
PXD000089,[23312004],10.1021/pr300825v,
PXD000090,[23828816],10.1002/pmic.201200443,
PXD000094,[23727365],10.1016/j.jprot.2013.05.020,
PXD000095,[23905541],10.1021/pr400524d,PMC3787806
PXD000104,[23334578],10.1038/nn.3312,PMC3581746
PXD000105,[23929585],10.1002/pmic.201200438,
PXD000106,[24493364],10.1039/c3mb70315k,PMC4004029
PXD000107,[23744604],10.1002/pmic.201200565,
PXD000109,[23510160],10.1021/pr301067r,
PXD000111,[23345537],10.1074/mcp.M112.018846,PMC3650330
PXD000113,[23460852],10.1371/journal.pone.0057413,PMC3584018
PXD000114,[26077811],10.1002/pmic.201400563,PMC4607655
PXD000115,[24965446],10.1128/JVI.00984-14,PMC4178888
PXD000117,[24700864],10.1681/ASN.2013101066,PMC4147985
PXD000118,[25005615],10.1186/1471-2164-15-576,PMC4102725
PXD000119,[23463621],10.1002/elps.201200402,
PXD000120,[23458625],10.1021/pr3010869,
PXD000121,[23780708],10.1002/pmic.201200558,PMC3826448
PXD000123,[23514573],10.1186/1471-2229-13-49,PMC3608200
PXD000124,[23429522],10.1074/mcp.M113.027540,PMC3708165
PXD000125,[23782541],10.1074/mcp.M113.027599,PMC3790299
PXD000126,[23852777],10.1002/pmic.201300037,
PXD000127,[23503746],10.1007/s00216-013-6828-y,
PXD000128,[23454493],10.1016/j.jprot.2013.02.001,
PXD000129,[23749869],10.1073/pnas.1304380110,PMC3696746
PXD000131,[24290761],10.1016/j.celrep.2013.10.041,
PXD000132,[23651173],10.3109/13813455.2013.789529,
PXD000133,,10.1016/j.jevs.2013.07.013,
PXD000134,[22108792],10.1038/msb.2011.84,PMC3261715
PXD000136,[27560970],,
PXD000138,[23685481],10.1038/nbt.2585,
PXD000141,[23462205],10.1074/mcp.M112.025635,PMC3675820
PXD000143,[23434322],10.1016/j.cell.2013.02.004,
PXD000145,[24156766],10.1186/1756-0500-6-428,PMC4016144
PXD000147,[23902262],10.1094/MPMI-05-13-0152-R,
PXD000148,[23882029],10.1074/mcp.O113.028456,PMC3820945
PXD000149,[24351685],,PMC3912095
PXD000151,[23734825],10.1021/pr400099j,
PXD000152,[23788529],10.1074/mcp.M113.028670,PMC3790301
PXD000153,[23878158],10.1101/gr.151035.112,PMC3814891
PXD000154,[24696501],10.1074/mcp.M113.032631,PMC3977180
PXD000155,[25609142],10.1038/ncomms7135,PMC4317495
PXD000156,[32529827],10.1021/acs.jproteome.0c00043,
PXD000157,[22068332],10.1038/msb.2011.82,PMC3261713
PXD000158,[23619294],10.1016/j.yjmcc.2013.04.012,PMC3710717
PXD000159,[24782448],10.1002/pmic.201400001,
PXD000160,[23808807],10.1021/pr4001898,
PXD000162,[24140569],10.1016/j.bbapap.2013.10.003,
PXD000163,[23744945],10.1126/science.1234393,PMC4119826
PXD000164,[25673765],,PMC4390275
PXD000165,[23627497],10.1021/pr3010937,
PXD000168,[23943505],10.1002/pmic.201300091,
PXD000169,[24127784],10.1021/pr4004773,
PXD000170,[23612287],10.1038/ncomms2730,PMC3635114
PXD000171,[23538226],10.1074/mcp.m112.026013,PMC3708171
PXD000172,[23508102],10.1128/MCB.01742-12,PMC3647974
PXD000173,[23748432],10.1128/EC.00093-13,PMC3754543
PXD000174,[23926118],10.1161/JAHA.113.000318,PMC3828808
PXD000176,[24816559],,
PXD000177,[23328941],10.1074/mcp.M112.021220,PMC3650328
PXD000178,[24019148],10.1074/mcp.M113.030726,PMC3861716
PXD000180,[24033511],10.1111/mmi.12396,
PXD000182,[23630285],10.1073/pnas.1211667110,PMC3657796
PXD000183,[23846697],10.1074/jbc.M113.485326,PMC3750178
PXD000184,[23901841],10.1021/pr400245k,
PXD000185,[23532336],10.1126/scisignal.2003573,
PXD000186,[24032530],10.1021/pr400446z,
PXD000187,[24148670],10.1186/1471-2180-13-235,PMC4015849
PXD000188,[23722185],10.1074/mcp.M112.026278,PMC3769325
PXD000189,[23919994],10.1128/mBio.00309-13,PMC3735191
PXD000190,[23869555],10.1021/pr400302w,
PXD000191,[24550302],10.1073/pnas.1319773111,PMC3932894
PXD000192,[24211405],10.1016/j.jprot.2013.10.038,
PXD000194,[23797974],10.1002/pmic.201200317,
PXD000195,[23800126],10.1186/gb-2013-14-6-r67,PMC3707065
PXD000196,[24307635],10.1002/pmic.201300249,
PXD000197,[23823123],10.1371/journal.pone.0066045,PMC3688836
PXD000198,[24355480],10.1016/j.jprot.2013.12.006,
PXD000201,[23659366],10.1021/pr4002349,
PXD000202,"[32561711, 24097257]","10.1038/s41467-020-16784-7,10.1074/mcp.m113.029652","PMC7305310,PMC3879616"
PXD000203,[24293237],10.1002/pmic.201300130,
PXD000205,[25982386],10.1016/j.jprot.2015.05.012,
PXD000206,"[26568470, 24460188]",10.1111/1462-2920.13131,
PXD000208,[23752268],10.1038/msb.2013.26,PMC3964310
PXD000210,[23851314],10.1016/j.jprot.2013.06.033,
PXD000211,[23630285],10.1073/pnas.1211667110,PMC3657796
PXD000212,[26300262],10.1016/j.molcel.2015.07.010,
PXD000213,[23869018],10.1126/science.1239181,
PXD000214,[23763710],10.1021/pr400352n,
PXD000217,[23628362],10.1186/gb-2013-14-4-r37,PMC4054101
PXD000218,[24648465],,PMC4047466
PXD000219,[23828894],10.1074/mcp.M113.029918,PMC3790303
PXD000221,[24437924],,
PXD000222,[23612710],10.1126/scisignal.2003664,
PXD000223,[24714165],10.1371/journal.pbio.1001835,PMC3979655
PXD000224,[23724367],10.1186/2193-1801-2-210,PMC3663981
PXD000225,[23879269],10.1021/pr400089v,
PXD000226,[23948706],10.1152/ajpcell.00198.2013,PMC3798678
PXD000227,[25848929],10.1186/s12870-015-0468-7,PMC4365561
PXD000228,[24776597],10.1093/cvr/cvu113,
PXD000230,[23668677],10.1021/pr301099f,
PXD000231,"[24638115, 23721421]","10.3791/51186,10.1021/pr4001338","PMC4144434,PMC3777728"
PXD000233,[23988828],10.1016/j.bbapap.2013.08.008,
PXD000234,[24124767],10.1186/1559-0275-10-14,PMC3879382
PXD000235,[23779086],10.1126/scisignal.2003760,
PXD000238,[24248375],10.1073/pnas.1319948110,PMC3856845
PXD000239,[23692254],10.1021/pr3008495,
PXD000240,[23982161],10.1074/mcp.M113.029967,PMC3820941
PXD000242,[24324209],10.1182/blood-2013-07-512384,
PXD000243,[24270157],10.1038/ncomms3848,
PXD000244,[24824344],10.1016/j.jprot.2014.05.001,
PXD000246,[24317253],10.1038/nmeth.2763,PMC3922286
PXD000247,[23707235],10.1016/j.jprot.2013.05.013,
PXD000248,[24677814],10.1002/pmic.201300241,PMC4044923
PXD000249,[24148612],10.1186/1471-2164-14-726,PMC4007778
PXD000250,[23748020],10.1016/j.jprot.2013.05.025,
PXD000252,[24185622],10.1038/cdd.2013.155,PMC3921589
PXD000253,[24997995],,PMC4223488
PXD000254,[23975139],10.1038/nmeth.2610,
PXD000255,[24361864],,PMC3945902
PXD000258,[23907812],10.1002/pmic.201200571,
PXD000260,"[24399849, 24742827]",10.1074/mcp.M113.037176,"PMC3952199,PMC4083117"
PXD000261,[25404878],10.1186/1559-0275-11-39,PMC4232683
PXD000262,[23242552],10.1074/mcp.M112.024547,PMC3591657
PXD000263,[24167090],10.1002/pmic.201300201,
PXD000264,[23665590],10.1074/mcp.M112.025817,PMC3734584
PXD000265,[23936051],10.1371/journal.pone.0069578,PMC3723872
PXD000266,[24511133],10.1681/ASN.2013070760,PMC4073431
PXD000268,[25162660],,
PXD000270,[24023794],10.1371/journal.pone.0072939,PMC3759415
PXD000271,[23832517],10.1152/ajpgi.00047.2013,PMC3761249
PXD000272,[24815183],10.1038/ncomms4837,PMC4024759
PXD000273,[24263382],10.1074/mcp.M113.032292,PMC3916652
PXD000274,[24152285],10.1089/ars.2013.5326,PMC3936484
PXD000275,[23770244],10.1016/j.celrep.2013.05.024,
PXD000276,[23101633],10.1016/j.cell.2012.09.019,PMC3482660
PXD000277,[24421388],10.1128/MCB.01598-13,PMC3958043
PXD000278,[23957277],10.1021/pr4005794,
PXD000279,[24942700],10.1074/mcp.M113.031591,PMC4159666
PXD000280,[24019145],10.1074/mcp.M113.030692,PMC3861715
PXD000281,[23868472],10.1038/ncomms3175,PMC3759040
PXD000282,[28821815],10.1038/s41598-017-08975-y,PMC5562764
PXD000283,[22771841],10.1016/j.jprot.2012.06.020,
PXD000284,[23806607],10.1016/j.bbapap.2013.06.010,
PXD000287,[25086240],10.1016/j.jprot.2014.07.024,
PXD000289,[24078887],10.1074/mcp.M113.027375,PMC3861733
PXD000292,[23964590],10.1021/pr400435d,
PXD000293,[24850871],,PMC4159659
PXD000294,[25083809],10.1016/j.jinsphys.2014.07.003,
PXD000296,[25453901],10.1016/j.ccell.2014.10.002,
PXD000297,[25867681],10.1002/pmic.201400553,PMC4692086
PXD000298,[25867681],10.1002/pmic.201400553,PMC4692086
PXD000299,[26518761],,PMC4762522
PXD000301,[24802182],10.1016/j.bbapap.2014.04.023,
PXD000302,[24333391],10.1016/j.cca.2013.11.036,
PXD000304,[25156699],10.1002/pmic.201400180,PMC4391000
PXD000305,[24012629],10.1016/j.jprot.2013.08.015,
PXD000306,[24174285],10.1002/pmic.201300267,
PXD000308,[24094305],10.1021/pr400936d,
PXD000309,[22414580],10.1158/0008-5472.CAN-11-3711,
PXD000310,[24999909],10.1021/pr5002669,
PXD000311,[25044505],10.1002/pmic.201400077,
PXD000312,[24224561],10.1021/pr400657k,PMC4167842
PXD000313,[24058531],10.1371/journal.pone.0074229,PMC3776822
PXD000314,[24313913],10.1021/ac4031175,
PXD000316,[24408909],,PMC4125735
PXD000318,[24801114],10.1038/ncomms4765,PMC4273655
PXD000319,[24266738],10.1021/pr400696u,
PXD000320,[24611607],,PMC4104976
PXD000321,[24611607],,PMC4104976
PXD000322,[24611607],,PMC4104976
PXD000323,[24611607],,PMC4104976
PXD000324,[24611607],,PMC4104976
PXD000325,[24512137],10.1021/pr4006958,
PXD000326,[24373636],10.1186/1471-2180-13-304,PMC3879163
PXD000327,[24259518],10.1002/pmic.201300196,
PXD000328,[24045637],10.1038/msb.2013.47,PMC3792347
PXD000329,[24168666],10.1021/cb400769v,
PXD000330,[27344979],10.1038/srep28172,PMC4921807
PXD000331,[23794183],10.1002/pmic.201300135,
PXD000332,[24190977],10.1074/mcp.M113.033977,PMC3879617
PXD000333,[25055762],10.1002/pmic.201400124,
PXD000334,[24316359],10.1016/j.jprot.2013.11.024,PMC8463138
PXD000335,[23940778],10.1371/journal.pone.0071654,PMC3733962
PXD000337,[24536027],,PMC4014292
PXD000340,[24335353],10.1074/mcp.M113.030171,PMC3916659
PXD000341,[24204825],10.1371/journal.pone.0077423,PMC3813684
PXD000343,[24162925],10.1038/nmeth.2703,
PXD000345,[24152719],10.1038/ismej.2013.192,PMC3960535
PXD000347,[26474480],10.1371/journal.pone.0140097,PMC4608811
PXD000348,[24561353],10.1038/nnano.2014.13,
PXD000349,[24358215],10.1371/journal.pone.0082656,PMC3865151
PXD000350,[24356509],10.1038/ncomms3980,PMC3905700
PXD000352,[24124164],10.1002/pmic.201300280,
PXD000353,[23946468],10.1074/mcp.M113.030437,PMC3820939
PXD000354,[24467267],,
PXD000355,[24687995],10.1002/pmic.201300521,
PXD000356,[24556281],10.1016/j.exger.2014.02.008,
PXD000357,[25022875],,PMC4223502
PXD000359,[23979707],10.1074/mcp.M113.031344,PMC3861710
PXD000361,[23583077],10.1016/j.molcel.2013.03.005,PMC3660009
PXD000362,[24684205],10.1586/14789450.2014.896742,PMC4066995
PXD000363,[24574175],10.1002/pmic.201300372,
PXD000364,[24313271],10.1021/pr400774z,
PXD000367,[24307187],10.1002/pmic.201300328,
PXD000368,[24892934],10.1038/ncomms5071,PMC4059932
PXD000375,[24319056],10.1074/mcp.M113.032680,PMC3916656
PXD000376,[26542228],10.1186/s12918-015-0225-4,PMC4636073
PXD000377,[23870090],10.1186/1559-0275-10-8,PMC3729367
PXD000378,[24127907],10.1186/1471-2121-14-46,PMC3852742
PXD000379,[24646099],,
PXD000380,[25128556],,PMC4256484
PXD000381,[25367092],10.1002/pmic.201400400,PMC4445636
PXD000382,[25412983],,
PXD000383,[23991666],10.1021/pr400547s,
PXD000384,[24023255],10.1126/scisignal.2004324,PMC3830546
PXD000385,[23394617],10.1186/1559-0275-10-2,PMC3626793
PXD000386,[23793238],10.1038/nmeth.2523,
PXD000387,[24171499],10.1902/jop.2013.130161,
PXD000388,[22900174],10.1155/2012/123076,PMC3410353
PXD000389,[19528222],10.1128/IAI.00063-09,PMC2715674
PXD000390,[21711513],10.1186/1752-0509-5-100,PMC3213010
PXD000391,[20974834],10.1128/IAI.00771-10,PMC3019877
PXD000392,[19953200],10.4172/jpb.1000099,PMC2785098
PXD000393,[22479471],10.1371/journal.pone.0033903,PMC3313959
PXD000394,[25576301],10.1074/mcp.M114.042812,PMC4349985
PXD000395,[26549206],10.1021/acs.jproteome.5b00472,
PXD000396,[24920484],10.1002/pmic.201300418,
PXD000397,"[26017313, 26649326]","10.1038/nature14492,10.1016/j.dib.2015.09.039","PMC4961239,PMC4644255"
PXD000398,[24122829],10.1105/tpc.113.115998,PMC3877800
PXD000399,[24085853],10.1073/pnas.1309219110,PMC3800992
PXD000400,[22986220],10.1074/mcp.M112.017889,PMC3518113
PXD000402,[25359407],10.1002/pmic.201300535,
